ID	type	start	end	strand	locus_tag	symbol	entrezID
gene-Cj1492c	protein_coding	1426530	1427741	-	Cj1492c	Cj1492c	905779
gene-Cj1493c	protein_coding	1427738	1428397	-	Cj1493c	Cj1493c	905783
gene-5UTR_Cj1492c	5UTR	1427742	1427781	-	Cj1492c	5UTR_Cj1492c	0
gene-Cj1494c	protein_coding	1428394	1429512	-	Cj1494c	carA	905785
gene-Cj1495c	protein_coding	1429512	1430063	-	Cj1495c	Cj1495c	905784
gene-5UTR_Cj1495c	5UTR	1430064	1430087	-	Cj1495c	5UTR_Cj1495c	0
gene-Cj1496c	protein_coding	1430156	1430674	-	Cj1496c	Cj1496c	906007
gene-Cj1497c	protein_coding	1430667	1431095	-	Cj1497c	Cj1497c	905781
gene-Cj1498c	protein_coding	1431092	1432342	-	Cj1498c	purA	905786
gene-5UTR_Cj1497c	5UTR	1431096	1431173	-	Cj1497c	5UTR_Cj1497c	0
gene-Cjp26	tRNA	1432370	1432467	-	Cjp26	tRNASeC	0
gene-5UTR_Cj1500	5UTR	1432561	1432606	+	Cj1500	5UTR_Cj1500	0
gene-Cj1500	protein_coding	1432607	1433815	+	Cj1500	Cj1500	905787
gene-Cj1501	protein_coding	1433819	1434046	+	Cj1501	Cj1501	905791
gene-Cj1502c	protein_coding	1434062	1435549	-	Cj1502c	putP	905789
gene-Cj1503c	protein_coding	1435549	1439037	-	Cj1503c	putA	905792
gene-5UTR_Cj1503c	5UTR	1439038	1439054	-	Cj1503c	5UTR_Cj1503c	0
gene-Cj1504c	protein_coding	1439168	1440094	-	Cj1504c	selD	905797
gene-Cj0141c	protein_coding	143953	144756	-	Cj0141c	Cj0141c	904473
gene-Cj0009	protein_coding	14398	15843	+	Cj0009	gltD	904336
gene-5UTR_Cj1504c	5UTR	1440095	1440150	-	Cj1504c	5UTR_Cj1504c	0
gene-Cj1505c	protein_coding	1440200	1440772	-	Cj1505c	Cj1505c	905793
gene-Cj1506c	protein_coding	1440883	1442985	-	Cj1506c	Cj1506c	905796
gene-5UTR_Cj1506c	5UTR	1442986	1443012	-	Cj1506c	5UTR_Cj1506c	0
gene-Cj1507c	protein_coding	1443095	1443832	-	Cj1507c	Cj1507c	905800
gene-Cj1508c	protein_coding	1443825	1444607	-	Cj1508c	fdhD	905799
gene-5UTR_Cj1508c	5UTR	1444608	1444630	-	Cj1508c	5UTR_Cj1508c	0
gene-Cj1509c	protein_coding	1444774	1445706	-	Cj1509c	fdhC	905794
gene-Cj1510c	protein_coding	1445703	1446344	-	Cj1510c	fdhB	905790
gene-Cj1511c	protein_coding	1446341	1449145	-	Cj1511c	fdhA	905795
gene-5UTR_Cj1510c	5UTR	1446345	1446398	-	Cj1510c	5UTR_Cj1510c	0
gene-Cj0142c	protein_coding	144749	145603	-	Cj0142c	Cj0142c	904475
gene-Cj1513c	protein_coding	1449145	1449336	-	Cj1513c	Cj1513c	905788
gene-Cj1514c	protein_coding	1449311	1450024	-	Cj1514c	Cj1514c	905802
gene-5UTR_Cj1514c	5UTR	1450025	1450118	-	Cj1514c	5UTR_Cj1514c	0
gene-Cj1515c	protein_coding	1450328	1451476	-	Cj1515c	Cj1515c	905798
gene-5UTR_Cj1515c	5UTR	1451477	1451496	-	Cj1515c	5UTR_Cj1515c	0
gene-Cj1516	protein_coding	1451600	1453141	+	Cj1516	Cj1516	905803
gene-Cj1517	protein_coding	1453143	1453364	+	Cj1517	moaD	905801
gene-5UTR_Cj1518	5UTR	1453151	1453364	+	Cj1518	5UTR_Cj1518	0
gene-Cj1518	protein_coding	1453365	1453811	+	Cj1518	moaE	905805
gene-Cj1519	protein_coding	1453815	1455005	+	Cj1519	moeA2	905804
gene-sRNA_CRISPR_11168_1	sRNA	1455167	1455204	+	CRISPR_11168_1	sRNA_CRISPR_11168_1	0
gene-sRNA_CRISPR_11168_2	sRNA	1455232	1455269	+	CRISPR_11168_2	sRNA_CRISPR_11168_2	0
gene-sRNA_CRISPR_11168_3	sRNA	1455299	1455336	+	CRISPR_11168_3	sRNA_CRISPR_11168_3	0
gene-sRNA_CRISPR_11168_4	sRNA	1455363	1455400	+	CRISPR_11168_4	sRNA_CRISPR_11168_4	0
gene-sRNA_TracrRNA	sRNA	1455497	1455570	+	TracrRNA	sRNA_TracrRNA	0
gene-Cj1521c	protein_coding	1455569	1456000	-	Cj1521c	Cj1521c	905810
gene-Cj1522c	protein_coding	1455993	1456883	-	Cj1522c	Cj1522c	905808
gene-Cj0143c	protein_coding	145616	146506	-	Cj0143c	Cj0143c	904476
gene-Cj1523c	protein_coding	1456880	1459834	-	Cj1523c	Cj1523c	905809
gene-5UTR_Cj1523c	5UTR	1459835	1459864	-	Cj1523c	5UTR_Cj1523c	0
gene-5UTR_Cj1528	5UTR	1460014	1460036	+	Cj1528	5UTR_Cj1528	0
gene-Cj1529c	protein_coding	1461504	1462493	-	Cj1529c	purM	905806
gene-5UTR_Cj1529c	5UTR	1462494	1462517	-	Cj1529c	5UTR_Cj1529c	0
gene-Cj1530	protein_coding	1462554	1463159	+	Cj1530	coaE	905813
gene-5UTR_Cj1531	5UTR	1463134	1463155	+	Cj1531	5UTR_Cj1531	0
gene-Cj1531	protein_coding	1463156	1463905	+	Cj1531	dapF	905812
gene-5UTR_Cj1532	5UTR	1463616	1463879	+	Cj1532	5UTR_Cj1532	0
gene-Cj1532	protein_coding	1463880	1464611	+	Cj1532	Cj1532	905246
gene-Cj1533c	protein_coding	1464608	1465645	-	Cj1533c	Cj1533c	905815
gene-5UTR_Cj0143c	5UTR	146507	146533	-	Cj0143c	5UTR_Cj0143c	0
gene-5UTR_Cj1533c	5UTR	1465646	1465665	-	Cj1533c	5UTR_Cj1533c	0
gene-Cj1534c	protein_coding	1465710	1466159	-	Cj1534c	Cj1534c	905816
gene-Cj1535c	protein_coding	1466289	1467509	-	Cj1535c	pgi	905817
gene-5UTR_Cj0144	5UTR	146654	146704	+	Cj0144	5UTR_Cj0144	0
gene-Cj0144	protein_coding	146705	148684	+	Cj0144	Cj0144	904478
gene-Cj1536c	protein_coding	1467503	1468327	-	Cj1536c	galU	905818
gene-Cj1537c	protein_coding	1468409	1470382	-	Cj1537c	acs	905819
gene-5UTR_Cj1537c	5UTR	1470383	1470407	-	Cj1537c	5UTR_Cj1537c	0
gene-Cj1538c	protein_coding	1470520	1471515	-	Cj1538c	Cj1538c	905820
gene-Cj1539c	protein_coding	1471517	1472236	-	Cj1539c	Cj1539c	905821
gene-5UTR_Cj1540	5UTR	1472255	1472281	+	Cj1540	5UTR_Cj1540	0
gene-Cj1540	protein_coding	1472282	1473091	+	Cj1540	Cj1540	905822
gene-5UTR_Cj1541	5UTR	1473207	1473232	+	Cj1541	5UTR_Cj1541	0
gene-Cj1541	protein_coding	1473233	1474000	+	Cj1541	Cj1541	905823
gene-5UTR_Cj1542	5UTR	1473899	1474009	+	Cj1542	5UTR_Cj1542	0
gene-Cj1542	protein_coding	1474010	1474750	+	Cj1542	Cj1542	905826
gene-Cj1543	protein_coding	1474731	1475696	+	Cj1543	Cj1543	905824
gene-Cj1544c	protein_coding	1475693	1476589	-	Cj1544c	Cj1544c	905162
gene-Cj1545c	protein_coding	1476622	1477200	-	Cj1545c	Cj1545c	904498
gene-5UTR_Cj1545c	5UTR	1477201	1477223	-	Cj1545c	5UTR_Cj1545c	0
gene-5UTR_Cj1546	5UTR	1477238	1477299	+	Cj1546	5UTR_Cj1546	0
gene-Cj1546	protein_coding	1477300	1477647	+	Cj1546	Cj1546	905827
gene-Cj1547	protein_coding	1477635	1478084	+	Cj1547	Cj1547	904541
gene-Cj1548c	protein_coding	1478086	1479162	-	Cj1548c	Cj1548c	904495
gene-Cj1549c	protein_coding	1479390	1482485	-	Cj1549c	hsdR	905828
gene-5UTR_Cj1549c	5UTR	1482486	1482755	-	Cj1549c	5UTR_Cj1549c	0
gene-Cj1550c	protein_coding	1482488	1484254	-	Cj1550c	rloH	905829
gene-Cj0002	protein_coding	1483	2550	+	Cj0002	dnaN	904340
gene-Cj1551c	protein_coding	1484265	1485407	-	Cj1551c	hsdS	905830
gene-Cj1552c	protein_coding	1485626	1487092	-	Cj1552c	mloB	905831
gene-Cj1553c	protein_coding	1487089	1488591	-	Cj1553c	hsdM	905832
gene-Cj0145	protein_coding	148819	150600	+	Cj0145	Cj0145	904480
gene-Cj1555c	protein_coding	1488961	1489596	-	Cj1555c	Cj1555c	905833
gene-Cj1556	protein_coding	1489789	1490121	+	Cj1556	Cj1556	905834
gene-5UTR_Cj1558	5UTR	1490183	1490205	+	Cj1558	5UTR_Cj1558	0
gene-5UTR_Cj1561	5UTR	1491110	1491161	+	Cj1561	5UTR_Cj1561	0
gene-Cj1563c	protein_coding	1491492	1491923	-	Cj1563c	Cj1563c	904355
gene-5UTR_Cj1564	5UTR	1491988	1492002	+	Cj1564	5UTR_Cj1564	0
gene-Cj1564	protein_coding	1492003	1493991	+	Cj1564	Cj1564	904333
gene-Cj1565c	protein_coding	1494034	1496400	-	Cj1565c	pflA	905864
gene-5UTR_Cj1565c	5UTR	1496400	1496400	-	Cj1565c	5UTR_Cj1565c	0
gene-Cj1566c	protein_coding	1496422	1497810	-	Cj1566c	nuoN	905839
gene-Cj1567c	protein_coding	1497800	1499287	-	Cj1567c	nuoM	905840
gene-Cj1568c	protein_coding	1499289	1501079	-	Cj1568c	nuoL	905250
gene-Cj1569c	protein_coding	1501081	1501377	-	Cj1569c	nuoK	904491
gene-Cj1570c	protein_coding	1501374	1501892	-	Cj1570c	nuoJ	905841
gene-Cj1571c	protein_coding	1501889	1502530	-	Cj1571c	nuoI	905842
gene-Cj1572c	protein_coding	1502540	1503538	-	Cj1572c	nuoH	905843
gene-Cj1573c	protein_coding	1503531	1505993	-	Cj1573c	nuoG	905177
gene-Cj1574c	protein_coding	1505990	1506682	-	Cj1574c	Cj1574c	905844
gene-Cj0146c	protein_coding	150638	151576	-	Cj0146c	trxB	904481
gene-Cj1575c	protein_coding	1506679	1506906	-	Cj1575c	Cj1575c	905845
gene-Cj1576c	protein_coding	1506903	1508129	-	Cj1576c	nuoD	905846
gene-Cj1577c	protein_coding	1508131	1508925	-	Cj1577c	nuoC	905847
gene-Cj1578c	protein_coding	1508922	1509425	-	Cj1578c	nuoB	905848
gene-Cj1579c	protein_coding	1509407	1509796	-	Cj1579c	nuoA	905849
gene-5UTR_Cj1579c	5UTR	1509797	1509860	-	Cj1579c	5UTR_Cj1579c	0
gene-Cj1580c	protein_coding	1509909	1510574	-	Cj1580c	Cj1580c	905850
gene-Cj1581c	protein_coding	1510567	1511277	-	Cj1581c	Cj1581c	905851
gene-5UTR_Cj1580c	5UTR	1510575	1510848	-	Cj1580c	5UTR_Cj1580c	0
gene-Cj1582c	protein_coding	1511274	1512068	-	Cj1582c	Cj1582c	905852
gene-Cj1583c	protein_coding	1512055	1512999	-	Cj1583c	Cj1583c	905853
gene-Cj1584c	protein_coding	1512999	1514534	-	Cj1584c	Cj1584c	905854
gene-Cj1585c	protein_coding	1514644	1517415	-	Cj1585c	Cj1585c	905855
gene-5UTR_Cj0146c	5UTR	151577	151607	-	Cj0146c	5UTR_Cj0146c	0
gene-Cj0147c	protein_coding	151710	152024	-	Cj0147c	trxA	904479
gene-5UTR_Cj1585c	5UTR	1517416	1517436	-	Cj1585c	5UTR_Cj1585c	0
gene-5UTR_Cj1586	5UTR	1517542	1517566	+	Cj1586	5UTR_Cj1586	0
gene-Cj1586	protein_coding	1517567	1517989	+	Cj1586	cgb	905856
gene-Cj1587c	protein_coding	1518009	1519640	-	Cj1587c	Cj1587c	905857
gene-5UTR_Cj1587c	5UTR	1519641	1519661	-	Cj1587c	5UTR_Cj1587c	0
gene-Cj1588c	protein_coding	1519690	1520985	-	Cj1588c	Cj1588c	905858
gene-Cj0148c	protein_coding	152081	152419	-	Cj0148c	Cj0148c	904489
gene-5UTR_Cj1588c	5UTR	1520986	1521015	-	Cj1588c	5UTR_Cj1588c	0
gene-Cj1589	protein_coding	1521072	1521869	+	Cj1589	Cj1589	905859
gene-5UTR_Cj1590	5UTR	1521930	1521956	+	Cj1590	5UTR_Cj1590	0
gene-Cj1590	protein_coding	1521957	1522175	+	Cj1590	infA	905860
gene-5UTR_Cj1591	5UTR	1522215	1522346	+	Cj1591	5UTR_Cj1591	0
gene-Cj1591	protein_coding	1522347	1522460	+	Cj1591	rpmJ	905861
gene-Cj1592	protein_coding	1522463	1522828	+	Cj1592	rpsM	905825
gene-Cj1593	protein_coding	1522838	1523230	+	Cj1593	rpsK	905862
gene-5UTR_Cj1594	5UTR	1523208	1523257	+	Cj1594	5UTR_Cj1594	0
gene-Cj1594	protein_coding	1523258	1523884	+	Cj1594	rpsD	905863
gene-Cj1595	protein_coding	1523897	1524910	+	Cj1595	rpoA	905865
gene-Cj0149c	protein_coding	152419	153666	-	Cj0149c	hom	904482
gene-5UTR_Cj1596	5UTR	1524701	1524913	+	Cj1596	5UTR_Cj1596	0
gene-Cj1596	protein_coding	1524914	1525267	+	Cj1596	rplQ	905866
gene-5UTR_Cj1597	5UTR	1525411	1525439	+	Cj1597	5UTR_Cj1597	0
gene-Cj1597	protein_coding	1525440	1526339	+	Cj1597	hisG	905867
gene-Cj1598	protein_coding	1526347	1527633	+	Cj1598	hisD	905868
gene-Cj1599	protein_coding	1527630	1528688	+	Cj1599	hisB	905869
gene-Cj1600	protein_coding	1528685	1529272	+	Cj1600	hisH	904385
gene-Cj1601	protein_coding	1529269	1530000	+	Cj1601	hisA	904505
gene-Cj1602	protein_coding	1529985	1530941	+	Cj1602	Cj1602	905870
gene-Cj1603	protein_coding	1530942	1531709	+	Cj1603	hisF	905871
gene-Cj1604	protein_coding	1531711	1532334	+	Cj1604	hisI	905159
gene-Cj1605c	protein_coding	1532359	1533519	-	Cj1605c	dapD	905872
gene-Cj1606c	protein_coding	1533545	1534651	-	Cj1606c	mrp	905873
gene-5UTR_Cj1606c	5UTR	1534652	1534676	-	Cj1606c	5UTR_Cj1606c	0
gene-5UTR_Cj1607	5UTR	1534740	1534773	+	Cj1607	5UTR_Cj1607	0
gene-Cj1607	protein_coding	1534774	1535889	+	Cj1607	ispDF	905874
gene-Cj1608	protein_coding	1535886	1536773	+	Cj1608	Cj1608	905875
gene-5UTR_Cj1609	5UTR	1536670	1536750	+	Cj1609	5UTR_Cj1609	0
gene-Cj0150c	protein_coding	153670	154872	-	Cj0150c	Cj0150c	904483
gene-Cj1609	protein_coding	1536751	1537911	+	Cj1609	Cj1609	905876
gene-Cj1610	protein_coding	1537916	1538416	+	Cj1610	pgpA	905877
gene-5UTR_Cj1611	5UTR	1538468	1538494	+	Cj1611	5UTR_Cj1611	0
gene-Cj1611	protein_coding	1538495	1538758	+	Cj1611	rpsT	905878
gene-Cj1612	protein_coding	1538777	1539844	+	Cj1612	prfA	905879
gene-Cj1613c	protein_coding	1539858	1540613	-	Cj1613c	Cj1613c	905880
gene-5UTR_Cj1613c	5UTR	1540614	1540646	-	Cj1613c	5UTR_Cj1613c	0
gene-Cj1614	protein_coding	1540807	1542936	+	Cj1614	chuA	905881
gene-Cj1615	protein_coding	1542911	1543897	+	Cj1615	chuB	905882
gene-Cj1616	protein_coding	1543897	1544673	+	Cj1616	chuC	905883
gene-Cj1617	protein_coding	1544670	1545476	+	Cj1617	chuD	905884
gene-Cj1618c	protein_coding	1545473	1546390	-	Cj1618c	Cj1618c	905885
gene-Cj1619	protein_coding	1546496	1547755	+	Cj1619	kgtP	905886
gene-Cj1620c	protein_coding	1547741	1548760	-	Cj1620c	mutY	905887
gene-5UTR_Cj1620c	5UTR	1548760	1548760	-	Cj1620c	5UTR_Cj1620c	0
gene-5UTR_Cj1621	5UTR	1548810	1548832	+	Cj1621	5UTR_Cj1621	0
gene-Cj1621	protein_coding	1548833	1549585	+	Cj1621	Cj1621	905888
gene-Cj0151c	protein_coding	154884	155690	-	Cj0151c	Cj0151c	904484
gene-Cjp27	tRNA	1549657	1549731	+	Cjp27	tRNAGly	0
gene-Cjp28	tRNA	1549741	1549829	+	Cjp28	tRNALeu	0
gene-Cjp29	tRNA	1549848	1549921	+	Cjp29	tRNACys	0
gene-Cjp30	tRNA	1549943	1550030	+	Cjp30	tRNASer	0
gene-Cj1622	protein_coding	1550235	1551245	+	Cj1622	ribD	905894
gene-5UTR_Cj1623	5UTR	1551182	1551225	+	Cj1623	5UTR_Cj1623	0
gene-Cj1623	protein_coding	1551226	1551747	+	Cj1623	Cj1623	905895
gene-Cj1624c	protein_coding	1551755	1553119	-	Cj1624c	sdaA	905896
gene-Cj1625c	protein_coding	1553134	1554384	-	Cj1625c	sdaC	905897
gene-5UTR_Cj1625c	5UTR	1554385	1554412	-	Cj1625c	5UTR_Cj1625c	0
gene-sRNA_CJnc160	sRNA	1554542	1554568	+	CJnc160	sRNA_CJnc160	0
gene-Cj1626c	protein_coding	1554644	1555060	-	Cj1626c	Cj1626c	905898
gene-5UTR_Cj1626c	5UTR	1555061	1555083	-	Cj1626c	5UTR_Cj1626c	0
gene-Cj1627c	protein_coding	1555124	1555867	-	Cj1627c	Cj1627c	905899
gene-5UTR_Cj1627c	5UTR	1555868	1555890	-	Cj1627c	5UTR_Cj1627c	0
gene-Cj1628	protein_coding	1556025	1556450	+	Cj1628	exbB2	905901
gene-Cj1629	protein_coding	1556443	1556832	+	Cj1629	exbD2	905902
gene-Cj1630	protein_coding	1556829	1557512	+	Cj1630	tonB2	905903
gene-Cj0152c	protein_coding	155684	156622	-	Cj0152c	Cj0152c	904485
gene-Cj1631c	protein_coding	1557525	1558394	-	Cj1631c	Cj1631c	905904
gene-Cj1632c	protein_coding	1558398	1558559	-	Cj1632c	Cj1632c	905905
gene-5UTR_Cj1632c	5UTR	1558560	1558601	-	Cj1632c	5UTR_Cj1632c	0
gene-5UTR_Cj1633	5UTR	1558603	1558653	+	Cj1633	5UTR_Cj1633	0
gene-Cj1633	protein_coding	1558654	1559637	+	Cj1633	Cj1633	905906
gene-sRNA_CJnc170	sRNA	1559676	1559722	+	CJnc170	sRNA_CJnc170	0
gene-Cj1634c	protein_coding	1559723	1560811	-	Cj1634c	aroC	905907
gene-Cj1635c	protein_coding	1560811	1561485	-	Cj1635c	rnc	905908
gene-Cj1636c	protein_coding	1561472	1561912	-	Cj1636c	rnhA	905909
gene-Cj1637c	protein_coding	1561899	1562885	-	Cj1637c	Cj1637c	905910
gene-5UTR_Cj1636c	5UTR	1561913	1562112	-	Cj1636c	5UTR_Cj1636c	0
gene-5UTR_Cj1637c	5UTR	1562886	1562907	-	Cj1637c	5UTR_Cj1637c	0
gene-5UTR_Cj1638	5UTR	1562943	1562954	+	Cj1638	5UTR_Cj1638	0
gene-Cj1638	protein_coding	1562955	1564772	+	Cj1638	dnaG	905911
gene-Cj1639	protein_coding	1564854	1565126	+	Cj1639	Cj1639	905912
gene-Cj1640	protein_coding	1565113	1565664	+	Cj1640	Cj1640	905913
gene-Cj1641	protein_coding	1565648	1566931	+	Cj1641	murE	905914
gene-Cj0153c	protein_coding	156615	157298	-	Cj0153c	Cj0153c	904486
gene-5UTR_Cj1642	5UTR	1566830	1566934	+	Cj1642	5UTR_Cj1642	0
gene-Cj1642	protein_coding	1566935	1567246	+	Cj1642	Cj1642	905915
gene-Cj1643	protein_coding	1567243	1568337	+	Cj1643	Cj1643	905916
gene-Cj1644	protein_coding	1568334	1569179	+	Cj1644	ispA	905917
gene-Cj1645	protein_coding	1569190	1571088	+	Cj1645	tkt	905918
gene-Cj1646	protein_coding	1571090	1572199	+	Cj1646	iamB	905919
gene-Cj1647	protein_coding	1572200	1572922	+	Cj1647	iamA	905920
gene-Cj1648	protein_coding	1572925	1573815	+	Cj1648	Cj1648	905921
gene-5UTR_Cj0153c	5UTR	157298	157298	-	Cj0153c	5UTR_Cj0153c	0
gene-Cj0154c	protein_coding	157312	158136	-	Cj0154c	Cj0154c	904487
gene-Cj1649	protein_coding	1573815	1574414	+	Cj1649	Cj1649	905922
gene-5UTR_Cj1650	5UTR	1574446	1574469	+	Cj1650	5UTR_Cj1650	0
gene-Cj1650	protein_coding	1574470	1574970	+	Cj1650	Cj1650	905923
gene-sRNA_CJnc180	sRNA	1575014	1575112	+	CJnc180	sRNA_CJnc180	0
gene-sRNA_CJnc190	sRNA	1575042	1575257	-	CJnc190	sRNA_CJnc190	0
gene-Cj1651c	protein_coding	1575339	1576097	-	Cj1651c	map	905924
gene-Cj1652c	protein_coding	1576099	1576851	-	Cj1652c	murI	905925
gene-Cj1653c	protein_coding	1576853	1577311	-	Cj1653c	Cj1653c	905926
gene-Cj1654c	protein_coding	1577320	1578489	-	Cj1654c	nhaA	905927
gene-Cj1655c	protein_coding	1578486	1579634	-	Cj1655c	nhaA1	905928
gene-5UTR_Cj1655c	5UTR	1579635	1579683	-	Cj1655c	5UTR_Cj1655c	0
gene-Cj1656c	protein_coding	1579777	1579959	-	Cj1656c	Cj1656c	905929
gene-5UTR_Cj1656c	5UTR	1579960	1579989	-	Cj1656c	5UTR_Cj1656c	0
gene-5UTR_Cj1658	5UTR	1580782	1580835	+	Cj1658	5UTR_Cj1658	0
gene-Cj1658	protein_coding	1580836	1582926	+	Cj1658	Cj1658	905930
gene-Cj0155c	protein_coding	158139	158339	-	Cj0155c	rpmE	904488
gene-Cj1659	protein_coding	1582923	1583462	+	Cj1659	p19	905931
gene-5UTR_Cj0155c	5UTR	158340	158367	-	Cj0155c	5UTR_Cj0155c	0
gene-Cj1660	protein_coding	1583545	1584948	+	Cj1660	Cj1660	905932
gene-Cj0156c	protein_coding	158418	159074	-	Cj0156c	Cj0156c	904493
gene-Cj0010c	protein_coding	15844	16419	-	Cj0010c	rnhB	904334
gene-Cj1661	protein_coding	1584935	1586227	+	Cj1661	Cj1661	905933
gene-Cj1662	protein_coding	1586217	1587335	+	Cj1662	Cj1662	905934
gene-Cj1663	protein_coding	1587332	1587985	+	Cj1663	Cj1663	905935
gene-Cj1664	protein_coding	1587982	1588470	+	Cj1664	Cj1664	905936
gene-5UTR_Cj1665	5UTR	1588342	1588430	+	Cj1665	5UTR_Cj1665	0
gene-Cj1665	protein_coding	1588431	1588934	+	Cj1665	Cj1665	905937
gene-Cj1666c	protein_coding	1588944	1589381	-	Cj1666c	Cj1666c	905938
gene-5UTR_Cj1666c	5UTR	1589382	1589404	-	Cj1666c	5UTR_Cj1666c	0
gene-sRNA_CJas_Cj1667c	sRNA	1589598	1589666	+	CJas_Cj1667c	sRNA_CJas_Cj1667c	0
gene-Cj1668c	protein_coding	1589680	1590096	-	Cj1668c	Cj1668c	905940
gene-Cjt05	tRNA	1590271	1590355	-	Cjt05	tRNALeu	0
gene-Cjt3	tRNA	1590360	1590436	-	Cjt3	tRNAArg	0
gene-Cjt4	tRNA	1590451	1590527	-	Cjt4	tRNAArg	0
gene-Cjp32	tRNA	1590531	1590607	-	Cjp32	tRNAHis	0
gene-Cjp33	tRNA	1590632	1590709	-	Cjp33	tRNAPro	0
gene-Cj1669c	protein_coding	1590752	1591600	-	Cj1669c	Cj1669c	905944
gene-Cj0157c	protein_coding	159076	159483	-	Cj0157c	Cj0157c	904494
gene-Cj1670c	protein_coding	1591600	1592262	-	Cj1670c	cgpA	905945
gene-Cj1671c	protein_coding	1592252	1592455	-	Cj1671c	Cj1671c	905946
gene-Cj1672c	protein_coding	1592521	1593765	-	Cj1672c	eno	905947
gene-Cj1673c	protein_coding	1593765	1594796	-	Cj1673c	recA	905948
gene-5UTR_Cj1673c	5UTR	1594797	1594824	-	Cj1673c	5UTR_Cj1673c	0
gene-Cj0158c	protein_coding	159483	159908	-	Cj0158c	Cj0158c	904474
gene-5UTR_Cj1674	5UTR	1594881	1594901	+	Cj1674	5UTR_Cj1674	0
gene-Cj1674	protein_coding	1594902	1595762	+	Cj1674	Cj1674	905949
gene-Cj1675	protein_coding	1595774	1596043	+	Cj1675	fliQ	905950
gene-Cj1676	protein_coding	1596040	1596816	+	Cj1676	murB	905951
gene-Cj1677	protein_coding	1597008	1600372	+	Cj1677	Cj1677	905952
gene-Cj0159c	protein_coding	159908	160489	-	Cj0159c	Cj0159c	904501
gene-sRNA_CJnc210	sRNA	1600382	1600468	+	CJnc210	sRNA_CJnc210	0
gene-5UTR_Cj1679	5UTR	1600548	1600573	+	Cj1679	5UTR_Cj1679	0
gene-Cj1679	protein_coding	1600574	1602328	+	Cj1679	Cj1679	905954
gene-Cj1680c	protein_coding	1602332	1603099	-	Cj1680c	Cj1680c	905955
gene-5UTR_Cj1680c	5UTR	1603100	1603118	-	Cj1680c	5UTR_Cj1680c	0
gene-Cj1681c	protein_coding	1603139	1603903	-	Cj1681c	cysQ	905956
gene-Cj1682c	protein_coding	1603983	1605251	-	Cj1682c	gltA	905957
gene-Cj0160c	protein_coding	160486	161229	-	Cj0160c	Cj0160c	904496
gene-5UTR_Cj0159c	5UTR	160490	160516	-	Cj0159c	5UTR_Cj0159c	0
gene-5UTR_Cj1682c	5UTR	1605252	1605278	-	Cj1682c	5UTR_Cj1682c	0
gene-Cj1684c	protein_coding	1605366	1606541	-	Cj1684c	Cj1684c	905958
gene-Cj1685c	protein_coding	1606522	1607358	-	Cj1685c	bioB	905959
gene-Cj1686c	protein_coding	1607360	1609462	-	Cj1686c	topA	905960
gene-Cj1687	protein_coding	1609657	1610928	+	Cj1687	Cj1687	905961
gene-Cj1688c	protein_coding	1610956	1612221	-	Cj1688c	secY	905962
gene-Cj1689c	protein_coding	1612221	1612613	-	Cj1689c	rplO	905963
gene-Cj0161c	protein_coding	161232	162194	-	Cj0161c	moaA	904499
gene-Cj1690c	protein_coding	1612618	1613061	-	Cj1690c	rpsE	905964
gene-Cj1691c	protein_coding	1613073	1613429	-	Cj1691c	rplR	905965
gene-Cj1692c	protein_coding	1613439	1613975	-	Cj1692c	rplF	905966
gene-Cj1693c	protein_coding	1614054	1614449	-	Cj1693c	rpsH	905967
gene-Cj1694c	protein_coding	1614459	1614644	-	Cj1694c	rpsN	905968
gene-Cj1695c	protein_coding	1614646	1615191	-	Cj1695c	rplE	905969
gene-Cj1696c	protein_coding	1615195	1615428	-	Cj1696c	rplX	905970
gene-Cj1697c	protein_coding	1615428	1615796	-	Cj1697c	rplN	905971
gene-Cj1698c	protein_coding	1615796	1616047	-	Cj1698c	rpsQ	905972
gene-Cj1699c	protein_coding	1616057	1616242	-	Cj1699c	rpmC	905973
gene-Cj1700c	protein_coding	1616229	1616654	-	Cj1700c	rplP	905974
gene-Cj1701c	protein_coding	1616657	1617358	-	Cj1701c	rpsC	905975
gene-Cj1702c	protein_coding	1617358	1617783	-	Cj1702c	rplV	905976
gene-Cj1703c	protein_coding	1617794	1618075	-	Cj1703c	rpsS	905977
gene-Cj1704c	protein_coding	1618077	1618907	-	Cj1704c	rplB	905978
gene-Cj1705c	protein_coding	1618909	1619190	-	Cj1705c	rplW	905979
gene-Cj1706c	protein_coding	1619193	1619807	-	Cj1706c	rplD	905980
gene-Cj1707c	protein_coding	1619804	1620379	-	Cj1707c	rplC	905981
gene-5UTR_Cj1706c	5UTR	1619808	1619830	-	Cj1706c	5UTR_Cj1706c	0
gene-Cj1708c	protein_coding	1620389	1620700	-	Cj1708c	rpsJ	905982
gene-5UTR_Cj1708c	5UTR	1620701	1620758	-	Cj1708c	5UTR_Cj1708c	0
gene-Cj1709c	protein_coding	1620899	1621660	-	Cj1709c	Cj1709c	905983
gene-Cj1710c	protein_coding	1621696	1623690	-	Cj1710c	Cj1710c	905984
gene-Cj0162c	protein_coding	162207	162722	-	Cj0162c	Cj0162c	904500
gene-Cj1711c	protein_coding	1623659	1624459	-	Cj1711c	ksgA	905985
gene-5UTR_Cj1711c	5UTR	1624460	1624461	-	Cj1711c	5UTR_Cj1711c	0
