# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	name	symbol	locus_tag	feature_interval_length	product_length	chromosome_name
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	761523	762263	+	EAQ72323.1	NAD+ synthetase	nadE	CJJ81176_0831	741	246.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	762267	763193	+	EAQ72377.1	tetraacyldisaccharide 4'-kinase	lpxK	CJJ81176_0832	927	308.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	763190	764602	+	EAQ72318.1	threonine synthase	thrC	CJJ81176_0833	1413	470.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	764599	765318	+	EAQ72482.1	3-deoxy-D-manno-octulosonate cytidylyltransferase	kdsB	CJJ81176_0834	720	239.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	765409	766743	+	EAQ72347.1	hypothetical protein		CJJ81176_0835	1335	444.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	766837	767607	+	EAQ72461.1	amino acid-binding protein		CJJ81176_0836	771	256.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	767623	768357	-	EAQ72372.1	flagellar biosynthetic protein FliP	fliP	CJJ81176_0837	735	244.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	768500	769789	+	EAQ72470.1	UDP-N-acetylglucosamine pyrophosphorylase	glmU	CJJ81176_0838	1290	429.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	769786	770940	+	EAQ72329.1	phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase	coaBC	CJJ81176_0839	1155	384.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	770943	771554	+	EAQ72391.2	hypothetical protein		CJJ81176_0840	612	203.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	771558	772226	+	EAQ72357.1	undecaprenyl diphosphate synthase	uppS	CJJ81176_0841	669	222.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	772223	772999	+	EAQ72305.1	peptidase, A24 family		CJJ81176_0842	777	258.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	772999	774024	+	EAQ72433.1	membrane protein, putative		CJJ81176_0843	1026	341.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	774021	774746	+	EAQ72335.2	tRNA pseudouridine synthase A	truA	CJJ81176_0844	726	241.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	774743	775954	-	EAQ72492.1	threonine dehydratase	ilvA	CJJ81176_0845	1212	403.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	775954	776367	-	EAQ72449.1	CoA-binding domain protein		CJJ81176_0846	414	137.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	776486	776902	+	EAQ72435.1	hypothetical protein		CJJ81176_0847	417	138.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	776889	777962	-	EAQ72311.1	tRNA (uracil-5-)-methyltransferase	trmA	CJJ81176_0848	1074	357.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	777959	779692	-	EAQ72304.1	Na+/H+ antiporter family protein		CJJ81176_0849	1734	577.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	779689	780438	-	EAQ72409.1	oxidoreductase, short chain dehydrogenase/reductase family		CJJ81176_0850	750	249.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	780435	781661	-	EAQ72451.2	ankyrin repeat protein		CJJ81176_0851	1227	408.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	781721	784267	-	EAQ72464.1	aconitate hydratase 2	acnB	CJJ81176_0852	2547	848.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	784322	784774	+	EAQ72414.1	methylated-DNA--protein-cysteine S-methyltransferase	ogt	CJJ81176_0853	453	150.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	784766	785707	-	EAQ72342.1	hypothetical protein		CJJ81176_0854	942	313.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	785711	787597	-	EAQ72403.1	methionyl-tRNA synthetase	metS	CJJ81176_0855	1887	628.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	787607	787771	-	EAQ72477.2	hypothetical protein		CJJ81176_0856	165	54.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	787797	788639	-	EAQ72346.1	fructose-1,6-bisphosphatase	fbp	CJJ81176_0857	843	280.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	788641	789132	-	EAQ72434.1	molybdopterin-guanine dinucleotide biosynthesis protein MobB	mobB	CJJ81176_0858	492	163.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	789610	791235	-	EAQ72280.1	soluble lytic murein transglycosylase, putative		CJJ81176_0859	1626	541.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	791232	791513	-	EAQ72358.1	YGGT family protein		CJJ81176_0860	282	93.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	791516	792811	-	EAQ72283.1	glutamyl-tRNA synthetase	gltX-1	CJJ81176_0861	1296	431.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	792897	794021	+	EAQ72397.1	Ser/Thr protein phosphatase family protein		CJJ81176_0862	1125	374.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	794018	794818	+	EAQ72454.1	phosphatidylserine decarboxylase	psd	CJJ81176_0863	801	266.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	794815	795096	-	EAQ72471.1	FlhB domain protein		CJJ81176_0864	282	93.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	795093	797342	-	EAQ72382.1	hypothetical protein		CJJ81176_0865	2250	749.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	797335	798522	-	EAQ72293.1	major facilitator family protein		CJJ81176_0866	1188	395.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	798500	799003	-	EAQ72361.1	membrane protein, putative		CJJ81176_0867	504	167.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	799003	799218	-	EAQ72445.2	membrane protein, putative		CJJ81176_0868	216	71.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	799329	800603	-	EAQ72278.1	glutamate-1-semialdehyde-2,1-aminomutase	hemL	CJJ81176_0869	1275	424.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	800600	800947	-	EAQ72380.1	hypothetical protein		CJJ81176_0870	348	115.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	801027	801875	+	EAQ72437.1	folD bifunctional protein	folD	CJJ81176_0871	849	282.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	801885	802733	+	EAQ72306.1	signal peptidase I	lepB	CJJ81176_0872	849	282.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	802755	803915	-	EAQ72429.1	molybdopterin biosynthesis MoeA protein, putative		CJJ81176_0873	1161	386.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	803912	805168	-	EAQ72300.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA	CJJ81176_0874	1257	418.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	805234	805662	-	EAQ72468.1	hypothetical protein		CJJ81176_0875	429	142.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	805757	806629	+	EAQ72479.1	integral membrane protein		CJJ81176_0876	873	290.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	806616	807182	-	EAQ72494.1	para-aminobenzoate synthase glutamine amidotransferase, component II	pabA	CJJ81176_0877	567	188.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	807179	808963	-	EAQ72401.1	para-aminobenzoate synthase glutamine amidotransferase, component I	pabB	CJJ81176_0878	1785	594.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	808953	810017	-	EAQ72500.1	site-specific recombinase, phage integrase family		CJJ81176_0879	1065	354.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	810644	811306	+	EAQ72389.1	thiol:disulfide interchange protein DsbA	dsbA	CJJ81176_0880	663	220.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	811318	812112	+	EAQ72274.1	disulfide bond formation protein B	dsbB	CJJ81176_0881	795	264.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	812200	814062	+	EAQ72360.1	arylsulfate sulfotransferase, degenerate		CJJ81176_0882	1863	620.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	814118	814789	+	EAQ72294.2	thiol:disulfide interchange protein DsbA, putative		CJJ81176_0883	672	223.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	814823	815200	-	EAQ72339.1	cytochrome c family protein, degenerate		CJJ81176_0884	378	125.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	815264	815809	-	EAQ72489.1	cytochrome C		CJJ81176_0885	546	181.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	816019	816159	+	EAQ72394.1	hypothetical protein		CJJ81176_0886	141	46.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	816147	816779	-	EAQ72473.1	hypothetical protein		CJJ81176_0887	633	210.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	816776	817018	-	EAQ72363.1	hypothetical protein		CJJ81176_0888	243	80.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	817002	818048	-	EAQ72476.1	hypothetical protein		CJJ81176_0889	1047	348.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	818057	820192	-	EAQ72337.2	flagellar biosynthesis protein FlhA	flhA	CJJ81176_0890	2136	711.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	820218	820628	-	EAQ72458.1	RrF2 family protein, putative		CJJ81176_0891	411	136.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	820803	821075	+	EAQ72308.1	ribosomal protein S15	rpsO	CJJ81176_0892	273	90.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	821161	824001	-	EAQ72446.1	cell division protein FtsK, putative		CJJ81176_0893	2841	946.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	824111	826363	-	EAQ72303.1	flagellin family protein		CJJ81176_0894	2253	750.0	CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	826544	826630	+		tRNA-Leu		CJJ81176_1729	87		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	826641	826715	+		tRNA-Gly		CJJ81176_1730	75		CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	826745	828676	-	EAQ72432.1	ABC transporter, ATP-binding protein		CJJ81176_0897	1932	643.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	828680	829969	-	EAQ72355.1	sensor histidine kinase		CJJ81176_0898	1290	429.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	829963	830625	-	EAQ72438.2	DNA-binding response regulator		CJJ81176_0899	663	220.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	830612	832195	-	EAQ72299.1	D-3-phosphoglycerate dehydrogenase	serA	CJJ81176_0900	1584	527.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	832192	832680	-	EAQ72424.1	hypothetical protein		CJJ81176_0901	489	162.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	832680	834350	-	EAQ72436.1	ribosomal protein S1	rpsA	CJJ81176_0902	1671	556.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	834482	835315	-	EAQ72333.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	ispH	CJJ81176_0903	834	277.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	835305	836576	-	EAQ72379.2	3-phosphoshikimate 1-carboxyvinyltransferase	aroA	CJJ81176_0904	1272	423.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	836588	838909	-	EAQ72497.1	phenylalanyl-tRNA synthetase, beta subunit	pheT	CJJ81176_0905	2322	773.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	838906	839898	-	EAQ72315.1	phenylalanyl-tRNA synthetase, alpha subunit	pheS	CJJ81176_0906	993	330.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	840021	840386	+	EAQ72317.1	HIT family protein		CJJ81176_0907	366	121.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	840416	840985	-	EAQ72276.1	4-methyl-5(B-hydroxyethyl)-thiazole monophosphate biosynthesis enzyme	thiJ	CJJ81176_0908	570	189.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	840978	841157	-	EAQ72407.2	hypothetical protein		CJJ81176_0909	180	59.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	841241	841984	+	EAQ72277.1	amino acid ABC tansporter, permease protein, His/Glu/Gln/Arg/opine family		CJJ81176_0910	744	247.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	841977	842705	+	EAQ72406.1	amino acid ABC transporter, ATP-binding protein		CJJ81176_0911	729	242.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	842733	844199	-	EAQ72350.1	amino acid carrier protein		CJJ81176_0912	1467	488.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	844303	844770	-	EAQ72412.1	RNA methyltransferase, TrmH family		CJJ81176_0913	468	155.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	844773	845759	-	EAQ72430.1	alanine racemase	alr	CJJ81176_0914	987	328.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	845760	846737	-	EAQ72310.1	hypothetical protein		CJJ81176_0915	978	325.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	846895	847365	+	EAQ72474.1	hypothetical protein		CJJ81176_0916	471	156.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	847451	847870	+	EAQ72369.1	hypothetical protein		CJJ81176_0917	420	139.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	847874	848326	+	EAQ72478.1	hypothetical protein		CJJ81176_0918	453	150.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	848323	848883	+	EAQ72356.1	SCO1/SenC family protein		CJJ81176_0919	561	186.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	848890	849651	-	EAQ72408.1	cysteine synthase A	cysK	CJJ81176_0920	762	253.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	849914	850210	-	ABM55258.1	DNA-binding protein HU	hup	CJJ81176_1731	297	98.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	850312	852144	-	EAQ71895.1	invasion antigen B	ciaB	CJJ81176_0921	1833	610.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	852206	852619	+	EAQ71877.1	thioesterase family protein		CJJ81176_0922	414	137.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	852659	852859	-	EAQ71894.2	hypothetical protein		CJJ81176_0923	201	66.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	852837	854948	-	EAQ71851.1	carbon starvation protein A	cstA	CJJ81176_0924	2112	703.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	855115	856044	-	EAQ71839.1	ribose-phosphate pyrophosphokinase	prsA	CJJ81176_0925	930	309.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	856152	856811	-	EAQ71872.1	amino acid ABC transporter, permease protein PEB1		CJJ81176_0926	660	219.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	856822	857574	-	EAQ71853.1	amino acid ABC transporter, permease protein PEB1		CJJ81176_0927	753	250.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	857576	858355	-	EAQ71888.1	amino acid ABC transporter, periplasmic amino acid-binding protein PEB1	pebA	CJJ81176_0928	780	259.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	858377	859105	-	EAQ71847.1	amino acid ABC transporter, ATP-binding protein PEB1	pebC	CJJ81176_0929	729	242.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	859241	860029	-	EAQ71848.1	chemotaxis protein methyltransferase CheR	cheR	CJJ81176_0930	789	262.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	860045	860599	-	EAQ71892.1	protein-glutamate methylesterase CheB	cheB	CJJ81176_0931	555	184.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	860765	861202	+	EAQ71860.1	ribose 5-phosphate isomerase B	rpiB	CJJ81176_0932	438	145.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	861202	861534	+	EAQ71896.1	hypothetical protein		CJJ81176_1732	333	110.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	861531	862079	+	EAQ71886.1	adenine phosphoribosyltransferase	apt	CJJ81176_0934	549	182.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	862098	862694	+	EAQ71856.1	DedA family protein		CJJ81176_0935	597	198.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	862691	864142	+	EAQ71889.1	cytosol aminopeptidase family protein		CJJ81176_0936	1452	483.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	864139	865242	+	EAQ71875.1	GTP-binding protein YchF		CJJ81176_0937	1104	367.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	865264	866646	-	EAQ71890.1	argininosuccinate lyase	argH	CJJ81176_0938	1383	460.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	866656	868230	-	EAQ71868.1	phosphoenolpyruvate carboxykinase (ATP)	pckA	CJJ81176_0939	1575	524.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	868243	870042	-	EAQ71893.1	oxaloacetate decarboxylase, alpha subunit, putative		CJJ81176_0940	1800	599.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	870075	871415	-	EAQ71837.1	sodium transporter, putative		CJJ81176_0941	1341	446.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	871428	872762	-	EAQ71844.1	sodium transporter, putative		CJJ81176_0942	1335	444.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	872996	873334	+	EAQ71884.1	ATP synthase F0, C subunit	atpE	CJJ81176_0943	339	112.0	CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	873371	873456	+		tRNA-Leu		CJJ81176_1733	86		CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	874059	874214	+	EAQ71852.1	hypothetical protein		CJJ81176_0945	156	51.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	874531	874758	+	EAQ71876.1	hypothetical protein		CJJ81176_0946	228	75.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	874762	875121	+	EAQ71862.1	hypothetical protein		CJJ81176_0947	360	119.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	875453	875584	-	EAQ71834.1	hypothetical protein		CJJ81176_0948	132	43.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	875589	876473	-	EAQ71858.1	hypothetical protein		CJJ81176_0949	885	294.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	876487	877011	-	EAQ71869.1	hypothetical protein		CJJ81176_0950	525	174.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	877026	877148	-	EAQ71854.1	hypothetical protein		CJJ81176_0951	123	40.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	877197	878312	-	EAQ71878.1	hypothetical protein		CJJ81176_0952	1116	371.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	878596	879048	-	EAQ71882.1	hypothetical protein		CJJ81176_0953	453	150.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	879618	880529	+	EAQ71881.1	membrane protein, putative		CJJ81176_0954	912	303.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	880537	884049	-	EAQ71842.1	2-acylglycerophosphoethanolamine acyltransferase / acyl-acyl carrier protein synthetase	aas	CJJ81176_0955	3513	1170.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	884094	884474	-	EAQ71855.1	hypothetical protein		CJJ81176_0956	381	126.0	CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	884541	884617	-		tRNA-Asp		CJJ81176_1734	77		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	884669	884744	-		tRNA-Val		CJJ81176_1735	76		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	884751	884826	-		tRNA-Arg		CJJ81176_1736	76		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	884846	884921	-		tRNA-Lys		CJJ81176_1737	76		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	884926	885002	-		tRNA-Asp		CJJ81176_1738	77		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	885054	885129	-		tRNA-Val		CJJ81176_1739	76		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	885137	885212	-		tRNA-Lys		CJJ81176_1740	76		CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	885274	886059	-	EAQ71857.1	amino acid ABC transporter, permease protein, His/Glu/Gln/Arg/opine family		CJJ81176_0964	786	261.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	886082	887287	-	EAQ71867.1	permease, putative		CJJ81176_0965	1206	401.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	887284	889872	-	EAQ71870.1	preprotein translocase, SecA subunit	secA	CJJ81176_0966	2589	862.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	889987	890481	+	EAQ71836.2	hypothetical protein		CJJ81176_0967	495	164.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	890478	891212	-	EAQ71883.1	hypothetical protein		CJJ81176_0968	735	244.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	891222	892565	-	EAQ71843.1	hypothetical protein		CJJ81176_0969	1344	447.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	892614	893960	+	EAQ71859.1	lipoprotein, putative		CJJ81176_0970	1347	448.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	893972	894844	-	EAQ71840.1	hydrolase, carbon-nitrogen family		CJJ81176_0971	873	290.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	894841	895728	-	EAQ71841.1	cation efflux family protein		CJJ81176_0972	888	295.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	895725	896702	-	EAQ71864.1	peptidyl-arginine deiminase family protein		CJJ81176_0973	978	325.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	896801	897235	-	EAQ71873.1	hypothetical protein		CJJ81176_0974	435	144.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	897245	898837	-	EAQ71879.1	membrane protein, putative, degenerate		CJJ81176_0975	1593	530.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	898936	900468	-	EAQ71866.1	bifunctional purine biosynthesis protein PurH	purH	CJJ81176_0976	1533	510.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	900471	901109	-	EAQ71885.2	DnaJ domain protein		CJJ81176_0977	639	212.0	CP000538.1
